Aristarchus  (8568,13946)  (8453,14060)  (8453,13945)  (8682,14061)  (8568,13831)  (8683,13831)  (8683,13946)  (8451,13830)  (8338,14165)  (8338,14050)  (8797,14061)  (8797,14176)  (8566,13716)  (8681,13716)  (8796,13716)  (8798,13831)  (8798,13946)  (8336,13935)  (8336,13820)  (8451,13715)  (8326,13705)  (8911,13691)  (8223,14182)  (8223,14067)  (8912,14061)  (8913,13806)  (8913,13921)  (8221,13952)  (8221,13837)  (8211,13722)  | overflowToLeft=false
Alaska  (10429,142)  (10314,200)  (10314,85)  (10429,27)  (10544,27)  (10544,142)  (10199,207)  (10199,92)  (10659,0)  (10659,115)  (10659,230)  (10084,281)  (10084,166)  (10084,51)  (10774,0)  (10774,115)  (10774,230)  (9969,320)  (9969,205)  (9969,90)  (10889,0)  (10889,115)  (10889,230)  (9854,315)  (11004,0)  (11004,115)  (11004,230)  (9739,259)  (11119,0)  (11119,115)  | overflowToLeft=false
Sunda Islands  (21877,3670)  (21992,3699)  (21843,3837)  (21728,3815)  (21958,3848)  | overflowToLeft=false
Space Zone 48  (12760,8205)  (12645,8319)  (12645,8204)  (12874,8320)  (12760,8090)  (12875,8090)  (12875,8205)  (12643,8089)  (12759,8434)  (12644,8434)  (12530,8319)  (12530,8204)  (12989,8320)  (12989,8435)  (12874,8435)  (12529,8435)  (12758,7975)  (12873,7975)  (12988,7975)  (12990,8090)  (12990,8205)  (12528,8089)  (12528,7974)  (12643,7974)  (13103,7962)  (12759,8549)  (12644,8549)  (12415,8320)  (12415,8205)  (13104,8320)  (13104,8435)  (13104,8550)  (12989,8550)  (12874,8550)  (12529,8550)  (12414,8550)  (12414,8435)  (12758,7860)  (12873,7860)  (13105,8077)  (13105,8192)  (12413,8090)  (12413,7975)  (12413,7860)  (12528,7859)  (12643,7859)  (12759,8664)  (12644,8664)  (12300,8320)  (12300,8205)  (13219,8307)  (13219,8422)  (13219,8537)  (13219,8652)  | overflowToLeft=false
Space Zone 49  (13829,8668)  (13714,8782)  (13714,8667)  (13943,8783)  (13829,8553)  (13944,8553)  (13944,8668)  (13712,8552)  (13828,8897)  (13713,8897)  (13599,8782)  (13599,8667)  (14058,8783)  (14058,8898)  (13943,8898)  (13598,8898)  (13827,8438)  (13942,8438)  (14057,8438)  (14059,8553)  (14059,8668)  (13597,8552)  (13597,8437)  (13712,8437)  (14172,8325)  (13828,9012)  (13713,9012)  (13484,8783)  (14173,8783)  (14173,8898)  (14173,9013)  (14058,9013)  (13943,9013)  (13598,9013)  (13483,9013)  (13483,8898)  (13827,8323)  (13942,8323)  (14057,8323)  (14174,8440)  (14174,8555)  (13588,8322)  (13703,8322)  (14172,8210)  (14287,8210)  (14287,8325)  (13828,9127)  (13713,9127)  (14288,8670)  (14288,8785)  (14288,8900)  (14288,9015)  | overflowToLeft=false
Space Zone 46  (11391,7961)  (11276,8075)  (11276,7960)  (11505,8076)  (11391,7846)  (11506,7846)  (11506,7961)  (11274,7845)  (11390,8190)  (11275,8190)  (11161,8075)  (11161,7960)  (11620,8076)  (11620,8191)  (11505,8191)  (11160,8191)  (11389,7731)  (11504,7731)  (11619,7731)  (11621,7846)  (11621,7961)  (11159,7845)  (11159,7730)  (11274,7730)  (11734,7618)  (11390,8305)  (11275,8305)  (11046,8076)  (11046,7961)  (11735,8076)  (11735,8191)  (11735,8306)  (11620,8306)  (11505,8306)  (11160,8306)  (11045,8306)  (11045,8191)  (11389,7616)  (11504,7616)  (11619,7616)  (11736,7733)  (11736,7848)  (11044,7846)  (11044,7731)  (11044,7616)  (11159,7615)  (11274,7615)  (11734,7503)  (11849,7503)  (11849,7618)  (11390,8420)  (11275,8420)  (10931,8076)  (10931,7961)  | overflowToLeft=false
Green Noa One 2  (21960,12026)  (21845,12140)  (21845,12025)  (22074,12141)  (21960,11911)  (22075,11911)  (22075,12026)  (21843,11910)  (21959,12255)  (21730,12062)  (22189,12141)  (21958,11796)  (22190,12008)  (21728,11947)  | overflowToLeft=false
Space Zone 47  (12316,7012)  (12201,7126)  (12201,7011)  (12430,7127)  (12316,6897)  (12431,6897)  (12431,7012)  (12199,6896)  (12315,7241)  (12200,7241)  (12086,7126)  (12086,7011)  (12545,7127)  (12545,7242)  (12430,7242)  (12314,6782)  (12546,6872)  (12546,6987)  (12084,6896)  (12084,6781)  (12199,6781)  (11971,7117)  (12660,7102)  (12660,7217)  (12660,7332)  (12545,7357)  (12430,7357)  (12661,6939)  (11969,7002)  (11969,6887)  (11969,6772)  (12084,6666)  (11960,6657)  (12750,7447)  (12775,7054)  (12775,7169)  (12775,7284)  (12635,7472)  (11854,7049)  (11854,6934)  (11854,6819)  (11845,6704)  (11845,6589)  (11960,6542)  (11777,6474)  (12865,7399)  (12865,7514)  (12750,7562)  (12890,7071)  (12890,7186)  (11739,6983)  (11739,6868)  | overflowToLeft=false
Green Noa One 1  (21595,11536)  (21480,11650)  (21480,11535)  (21709,11651)  (21595,11421)  (21710,11421)  (21710,11536)  (21478,11420)  (21594,11765)  (21365,11551)  (21593,11306)  (21825,11497)  (21825,11612)  (21363,11436)  | overflowToLeft=false
Space Zone 44  (10442,5967)  (10327,6081)  (10327,5966)  (10556,6082)  (10442,5852)  (10557,5852)  (10557,5967)  (10325,5851)  (10441,6196)  (10212,6101)  (10212,5986)  (10671,6082)  (10671,6197)  (10556,6197)  (10440,5737)  (10555,5737)  (10672,5790)  (10672,5905)  (10210,5871)  (10210,5756)  (10325,5736)  (10115,5641)  (10097,6035)  (10786,6020)  (10786,6135)  (10786,6250)  (10671,6312)  (10787,5857)  (10095,5920)  (10095,5805)  (10230,5621)  (10345,5621)  (10839,6365)  (10000,5690)  (10000,5575)  (10115,5526)  (10901,5972)  (10901,6087)  (10901,6202)  (9980,5967)  (9980,5852)  (9934,5460)  (10954,6317)  (10954,6432)  (9885,5737)  (9885,5622)  (11016,5989)  (11016,6104)  (9865,5901)  (11021,6547)  (9819,5507)  (9819,5392)  | overflowToLeft=false
Space Zone 45  (10317,7091)  (10202,7205)  (10202,7090)  (10431,7206)  (10317,6976)  (10432,6976)  (10432,7091)  (10200,6975)  (10316,7320)  (10201,7320)  (10087,7205)  (10087,7090)  (10546,7206)  (10546,7321)  (10431,7321)  (10086,7321)  (10315,6861)  (10430,6861)  (10545,6861)  (10547,6976)  (10547,7091)  (10085,6975)  (10085,6860)  (10200,6860)  (10660,6748)  (10316,7435)  (10201,7435)  (9972,7206)  (9972,7091)  (10661,7206)  (10661,7321)  (10661,7436)  (10546,7436)  (10431,7436)  (10086,7436)  (9971,7436)  (9971,7321)  (10315,6746)  (10430,6746)  (10545,6746)  (10662,6863)  (10662,6978)  (9970,6976)  (9970,6861)  (9970,6746)  (10085,6745)  (10200,6745)  (10660,6633)  (10775,6633)  (10775,6748)  (10316,7550)  (10201,7550)  (9857,7206)  (9857,7091)  | overflowToLeft=false
Space Zone 42  (8341,7123)  (8226,7237)  (8226,7122)  (8455,7238)  (8341,7008)  (8456,7008)  (8456,7123)  (8224,7007)  (8340,7352)  (8225,7352)  (8111,7237)  (8111,7122)  (8570,7238)  (8570,7353)  (8455,7353)  (8110,7353)  (8339,6893)  (8454,6893)  (8569,6893)  (8571,7008)  (8571,7123)  (8109,7007)  (8109,6892)  (8224,6892)  (8684,6780)  (8340,7467)  (8225,7467)  (7996,7238)  (7996,7123)  (8685,7238)  (8685,7353)  (8685,7468)  (8570,7468)  (8455,7468)  (8110,7468)  (7995,7468)  (7995,7353)  (8339,6778)  (8454,6778)  (8569,6778)  (8686,6895)  (8686,7010)  (7994,7008)  (7994,6893)  (7994,6778)  (8109,6777)  (8224,6777)  (8799,6772)  (8340,7582)  (8225,7582)  (7881,7238)  (7881,7123)  | overflowToLeft=false
Texas 2  (13273,11820)  (13158,11934)  (13158,11819)  (13387,11935)  (13273,11705)  (13388,11705)  (13388,11820)  (13156,11704)  (13272,12049)  (13043,11883)  (13271,11590)  (13503,11739)  (13503,11854)  (13041,11768)  | overflowToLeft=false
Space Zone 43  (9145,6214)  (9030,6328)  (9030,6213)  (9259,6329)  (9145,6099)  (9260,6099)  (9260,6214)  (9028,6098)  (9144,6443)  (9029,6443)  (8915,6328)  (8915,6213)  (9374,6329)  (9374,6444)  (9259,6444)  (8914,6444)  (9143,5984)  (9258,5984)  (9373,5984)  (9375,6099)  (9375,6214)  (8913,6098)  (8913,5983)  (9028,5983)  (9488,5875)  (9144,6558)  (9029,6558)  (8800,6329)  (8800,6214)  (9489,6329)  (9489,6444)  (9489,6559)  (9374,6559)  (9259,6559)  (8914,6559)  (8799,6559)  (8799,6444)  (9143,5869)  (9258,5869)  (9373,5869)  (9490,5990)  (9490,6105)  (8798,6099)  (8798,5984)  (8798,5869)  (8913,5868)  (9028,5868)  (9144,6673)  (9029,6673)  (8685,6329)  (8685,6214)  | overflowToLeft=false
Texas 1  (12762,11424)  (12647,11538)  (12647,11423)  (12876,11539)  (12762,11309)  (12877,11309)  (12877,11424)  (12645,11308)  (12532,11463)  (12887,11654)  (12772,11654)  (12760,11194)  (12992,11319)  (12992,11434)  | overflowToLeft=false
Space Zone 40  (2568,8323)  (2453,8437)  (2453,8322)  (2682,8438)  (2568,8208)  (2683,8208)  (2683,8323)  (2451,8207)  (2567,8552)  (2452,8552)  (2338,8437)  (2338,8322)  (2797,8438)  (2797,8553)  (2682,8553)  (2337,8553)  (2566,8093)  (2681,8093)  (2796,8093)  (2798,8208)  (2798,8323)  (2336,8207)  (2336,8092)  (2451,8092)  (2911,7980)  (2567,8667)  (2452,8667)  (2223,8438)  (2223,8323)  (2912,8438)  (2912,8553)  (2912,8668)  (2797,8668)  (2682,8668)  (2337,8668)  (2222,8668)  (2222,8553)  (2566,7978)  (2681,7978)  (2796,7978)  (2913,8095)  (2913,8210)  (2221,8208)  (2221,8093)  (2221,7978)  (2336,7977)  (2451,7977)  (2108,8438)  (2108,8323)  (3027,8325)  (3027,8440)  (3027,8555)  (3027,8670)  | overflowToLeft=false
Space Zone 41  (6888,7250)  (6773,7364)  (6773,7249)  (7002,7365)  (6888,7135)  (7003,7135)  (7003,7250)  (6771,7134)  (6887,7479)  (6772,7479)  (6658,7364)  (6658,7249)  (7117,7365)  (7117,7480)  (7002,7480)  (6657,7480)  (6886,7020)  (7001,7020)  (7116,7020)  (7118,7135)  (7118,7250)  (6656,7134)  (6656,7019)  (6771,7019)  (7231,6907)  (6887,7594)  (6772,7594)  (6543,7365)  (6543,7250)  (7232,7365)  (7232,7480)  (7232,7595)  (7117,7595)  (7002,7595)  (6657,7595)  (6542,7595)  (6542,7480)  (6886,6905)  (7001,6905)  (7116,6905)  (7233,7022)  (7233,7137)  (6541,7135)  (6541,7020)  (6541,6905)  (6656,6904)  (6771,6904)  (7231,6792)  (7346,6792)  (7346,6907)  (6887,7709)  (6772,7709)  (6428,7365)  (6428,7250)  | overflowToLeft=false
Tierra Del Fuego  (13936,5609)  (13821,5723)  (13821,5608)  (14003,5724)  (13936,5494)  (14051,5494)  (14051,5609)  (13819,5493)  (13888,5838)  (13934,5379)  (14049,5379)  (14164,5379)  (14166,5494)  (13895,5953)  (13865,5264)  (14281,5410)  (13780,5977)  (13898,6068)  (13783,6092)  (13822,6207)  | overflowToLeft=false
West Africa  (16583,2905)  (16468,3019)  (16468,2904)  (16697,3020)  (16583,2790)  (16698,2790)  (16698,2905)  (16466,2789)  (16582,3134)  (16812,3020)  (16812,3135)  (16697,3135)  (16581,2675)  (16696,2675)  (16813,2760)  (16813,2875)  (16351,2846)  (16351,2731)  (16466,2674)  (16331,2616)  (16927,3139)  | overflowToLeft=false
Space Zone 39  (8522,5562)  (8407,5676)  (8407,5561)  (8636,5677)  (8522,5447)  (8637,5447)  (8637,5562)  (8405,5446)  (8521,5791)  (8406,5791)  (8292,5676)  (8292,5561)  (8751,5677)  (8291,5792)  (8520,5332)  (8635,5332)  (8750,5332)  (8752,5447)  (8752,5562)  (8290,5446)  (8395,5331)  (8865,5219)  (8177,5677)  (8177,5562)  (8374,5907)  (8259,5907)  (8176,5792)  (8594,5217)  (8709,5217)  (8867,5334)  (8867,5449)  (8867,5564)  (8144,5939)  (8824,5104)  (8980,5175)  (8062,5677)  (8062,5562)  (8061,5824)  (8982,5290)  (8982,5405)  (8982,5520)  (8119,6054)  (8029,5939)  (8004,6079)  (7947,5709)  (7947,5594)  (7946,5824)  (9097,5292)  (9097,5407)  (7914,5964)  (9212,5407)  | overflowToLeft=false
Space Zone 120  (3702,17751)  (3587,17865)  (3587,17750)  (3816,17866)  (3702,17636)  (3817,17636)  (3817,17751)  (3701,17980)  (3586,17980)  (3472,17865)  (3931,17866)  (3931,17981)  (3816,17981)  (3471,17981)  (3670,17521)  (3785,17521)  (3932,17641)  (4046,17756)  (3356,18027)  (3611,17406)  (3495,17311)  (3380,17216)  (3495,17196)  (3080,17132)  (3265,17122)  (3380,17101)  (3024,17017)  (3139,17017)  (3254,17007)  (3369,16986)  (3024,16902)  (3139,16902)  (3254,16892)  (3369,16871)  (3024,16787)  | overflowToLeft=false
Frontier One 2  (3167,4571)  (3052,4685)  (3052,4570)  (3281,4686)  (3167,4456)  (3282,4456)  (3282,4571)  (3050,4455)  (3166,4800)  (2937,4676)  (3296,4801)  (3165,4341)  (3397,4532)  (3397,4647)  (2935,4561)  | overflowToLeft=false
Space Zone 121  (130,18822)  (15,18936)  (15,18821)  (244,18937)  (130,18707)  (245,18707)  (245,18822)  (13,18706)  (129,19051)  (14,19051)  (263,19052)  (128,18592)  (243,18592)  (358,18592)  (360,18707)  (360,18822)  (0,18591)  (148,19166)  (33,19166)  (115,18477)  (230,18477)  (0,18476)  (74,19281)  (0,18361)  (0,19733)  (116,19828)  (1,19848)  | overflowToLeft=false
Frontier One 1  (2685,4211)  (2570,4325)  (2570,4210)  (2799,4326)  (2685,4096)  (2800,4096)  (2800,4211)  (2568,4095)  (2684,4440)  (2455,4280)  (2802,4441)  (2683,3981)  (2915,4136)  (2915,4251)  (2453,4165)  | overflowToLeft=false
Space Zone 122  (1181,18588)  (1066,18702)  (1066,18587)  (1295,18703)  (1181,18473)  (1296,18473)  (1296,18588)  (1064,18472)  (1180,18817)  (951,18691)  (1410,18703)  (1410,18818)  (1295,18818)  (1179,18358)  (1294,18358)  (1411,18426)  (1411,18541)  (949,18576)  (949,18461)  (1064,18357)  (938,18346)  (1525,18656)  (1525,18771)  (1525,18886)  (1410,18933)  (1295,18933)  (1179,18243)  (1526,18521)  (834,18595)  (834,18480)  (1053,18242)  (823,18365)  (823,18250)  (938,18231)  (1526,19001)  (1640,18636)  (1640,18751)  (1411,19048)  (1296,19048)  (719,18561)  (708,18446)  (708,18331)  (708,18216)  (1677,18521)  (1181,19102)  (1392,19163)  (604,18637)  (593,18522)  (593,18407)  (1277,19217)  (1162,19217)  | overflowToLeft=false
Angola  (17832,4434)  (17717,4548)  (17717,4433)  (17946,4549)  (17832,4319)  (17947,4319)  (17947,4434)  (17715,4318)  (17602,4493)  (18061,4549)  (18061,4664)  (18062,4402)  (17600,4378)  (17654,4203)  (18176,4517)  | overflowToLeft=false
Space Zone 127  (3434,19653)  (3319,19767)  (3319,19652)  (3548,19768)  (3434,19538)  (3549,19538)  (3549,19653)  (3317,19537)  (3433,19882)  (3318,19882)  (3204,19767)  (3204,19652)  (3663,19768)  (3636,19883)  (3203,19883)  (3664,19512)  (3664,19627)  (3089,19768)  (3088,19885)  (3779,19512)  (3779,19627)  | overflowToLeft=false
Space Zone 128  (3741,16507)  (3626,16621)  (3626,16506)  (3855,16622)  (3741,16392)  (3856,16392)  (3856,16507)  (3624,16391)  (3740,16736)  (3625,16736)  (3970,16622)  (3970,16737)  (3855,16737)  (3739,16277)  (3854,16277)  (3969,16277)  (3971,16392)  (3971,16507)  (3547,16276)  (3740,16851)  (3625,16851)  (4036,16852)  (3921,16852)  (3662,16162)  (3777,16162)  (3892,16162)  (4007,16162)  (4122,16100)  (3806,16966)  (3691,16966)  (4135,16967)  (4020,16967)  (3623,16047)  (3738,16047)  (3853,16047)  (3968,16047)  (4083,15985)  (3905,17081)  (3790,17081)  (3675,17081)  (4084,17082)  (3680,15932)  (3795,15932)  (3910,15932)  (3969,17196)  (3854,17196)  (3752,15817)  (3867,15817)  (3855,17311)  (3842,15702)  | overflowToLeft=false
Space Zone 129  (4762,15592)  (4647,15706)  (4647,15591)  (4876,15707)  (4762,15477)  (4877,15477)  (4877,15592)  (4645,15476)  (4532,15785)  (4532,15670)  (4991,15707)  (4760,15362)  (4875,15362)  (4990,15362)  (4992,15477)  (4992,15592)  (4530,15555)  (4530,15440)  (4645,15361)  (4494,15325)  (5105,15312)  (4417,15805)  (4417,15690)  (5106,15707)  (5107,15427)  (5107,15542)  (4415,15575)  (4415,15460)  (4379,15345)  (5156,15822)  (4302,15914)  (4302,15799)  (5221,15657)  (5222,15355)  (5222,15470)  (4300,15684)  (4300,15569)  (4264,15454)  (5271,15772)  (5271,15887)  (4187,15799)  (5336,15585)  (5337,15409)  (4185,15684)  (4185,15569)  (4149,15454)  (5386,15700)  (5451,15524)  (4070,15682)  (4034,15567)  (5501,15639)  | overflowToLeft=false
Space Zone 123  (928,19722)  (813,19836)  (813,19721)  (1042,19837)  (928,19607)  (1043,19607)  (1043,19722)  (811,19606)  (698,19885)  (698,19770)  (1157,19837)  (1158,19681)  (583,19885)  (1272,19796)  (1387,19870)  | overflowToLeft=false
Lhasa  (20878,1729)  (20763,1795)  (20763,1680)  (20926,1844)  (20878,1614)  (20993,1635)  | overflowToLeft=false
Western Siberia  (20677,150)  (20562,264)  (20562,149)  (20791,265)  (20677,35)  (20792,35)  (20792,150)  (20560,34)  (20676,379)  (20561,379)  (20447,264)  (20447,149)  (20906,265)  (20906,380)  (20791,380)  (20446,380)  (20907,0)  (20907,115)  (20445,34)  (20614,494)  (20332,265)  (20332,150)  (21021,230)  (21021,345)  (20499,495)  (20384,495)  (20331,380)  (21022,0)  (21022,115)  (20330,35)  (20217,265)  (20217,150)  (21136,230)  (21136,345)  (20216,465)  (21137,0)  (21137,115)  (20215,35)  (20102,350)  (20102,235)  (21251,230)  (21251,345)  (21252,0)  (21252,115)  (20100,120)  (20100,5)  (19987,448)  (19987,333)  (21366,230)  (21366,345)  (21367,0)  (21367,115)  | overflowToLeft=false
Space Zone 124  (2453,18643)  (2338,18757)  (2338,18642)  (2567,18758)  (2453,18528)  (2568,18528)  (2568,18643)  (2336,18527)  (2452,18872)  (2223,18733)  (2682,18758)  (2682,18873)  (2567,18873)  (2451,18413)  (2566,18413)  (2683,18467)  (2683,18582)  (2221,18618)  (2221,18503)  (2336,18412)  (2197,18388)  (2452,18987)  (2797,18697)  (2797,18812)  (2797,18927)  (2682,18988)  (2567,18988)  (2451,18298)  (2798,18532)  (2106,18637)  (2106,18522)  (2312,18297)  (2082,18407)  (2082,18292)  (2197,18273)  (2452,19102)  (2663,19103)  (1991,18561)  (2312,18182)  (1986,18177)  (1967,18446)  (1967,18331)  (2101,18158)  (2337,19181)  (2548,19217)  (1876,18575)  (1852,18460)  (1852,18345)  (2433,19296)  (2318,19296)  (2203,19344)  | overflowToLeft=false
Space Zone 125  (2127,19692)  (2012,19806)  (2012,19691)  (2241,19807)  (2127,19577)  (2242,19577)  (2242,19692)  (2012,19576)  (1897,19885)  (1897,19770)  (2356,19807)  (2357,19663)  (2471,19778)  (2586,19851)  | overflowToLeft=false
Space Zone 126  (3643,18615)  (3528,18729)  (3528,18614)  (3757,18730)  (3643,18500)  (3758,18500)  (3758,18615)  (3526,18499)  (3642,18844)  (3413,18707)  (3872,18730)  (3872,18845)  (3757,18845)  (3641,18385)  (3756,18385)  (3871,18385)  (3873,18500)  (3873,18615)  (3411,18592)  (3411,18477)  (3526,18384)  (3389,18362)  (3986,18272)  (3987,18730)  (3987,18845)  (3987,18960)  (3872,18960)  (3757,18960)  (3641,18270)  (3756,18270)  (3871,18270)  (3988,18387)  (3988,18502)  (3296,18611)  (3296,18496)  (3504,18269)  (3274,18381)  (3274,18266)  (3389,18247)  (3986,18157)  (4001,19075)  (3886,19075)  (3771,19075)  (3656,19075)  (3619,18155)  (3734,18155)  (3849,18155)  (3181,18561)  (3504,18154)  (3201,18151)  (3159,18446)  (3159,18331)  | overflowToLeft=false
Solomon 4  (2011,9823)  (1896,9937)  (1896,9822)  (2125,9938)  (2011,9708)  (2126,9708)  (2126,9823)  (1894,9707)  (1781,10004)  (1781,9889)  (2240,9938)  (2009,9593)  (2124,9593)  (2239,9593)  (2241,9708)  (2241,9823)  (1779,9774)  (2074,9478)  (2189,9478)  | overflowToLeft=false
Solomon 3  (1994,10358)  (1879,10472)  (1879,10357)  (2108,10473)  (1994,10243)  (2109,10243)  (2109,10358)  (1877,10242)  (1993,10587)  (1764,10370)  (2223,10473)  (2223,10588)  (2108,10588)  (1992,10128)  (2107,10128)  (2222,10128)  (2224,10243)  (2224,10358)  (1762,10255)  (1762,10140)  (1877,10127)  | overflowToLeft=false
Eastern US  (13497,1264)  (13382,1378)  (13382,1263)  (13576,1379)  (13539,1149)  (13612,1264)  (13654,1117)  (13328,1148)  (13267,1437)  (13267,1322)  (13727,1232)  (13769,1079)  (13213,1207)  (13152,1439)  (13152,1324)  (13884,1049)  | overflowToLeft=false
Space Zone 130  (4760,17518)  (4645,17632)  (4645,17517)  (4874,17633)  (4760,17403)  (4875,17403)  (4875,17518)  (4643,17402)  (4759,17747)  (4644,17747)  (4530,17632)  (4530,17517)  (4989,17633)  (4980,17748)  (4758,17288)  (4873,17288)  (4988,17288)  (4990,17403)  (4990,17518)  (4528,17402)  (4528,17287)  (4643,17287)  (5103,17269)  (4415,17707)  (4415,17592)  (5104,17633)  (5105,17384)  (5105,17499)  (4413,17477)  (4413,17362)  (4413,17247)  (5218,17170)  (4300,17662)  (4300,17132)  (5219,17614)  (5220,17285)  (5220,17400)  (4298,17547)  (4298,17432)  (4298,17317)  (5334,17515)  (5335,17191)  (5335,17306)  (4183,17603)  (4183,17488)  (4183,17373)  (4183,17258)  (5449,17421)  (5449,17536)  (5450,17306)  (4068,17530)  (4068,17415)  | overflowToLeft=false
Space Zone 131  (5774,16524)  (5659,16638)  (5659,16523)  (5888,16639)  (5774,16409)  (5889,16409)  (5889,16524)  (5657,16408)  (5773,16753)  (5658,16753)  (5544,16638)  (5544,16523)  (6003,16639)  (6000,16754)  (5543,16754)  (5772,16294)  (5887,16294)  (6002,16294)  (6004,16409)  (6004,16524)  (5542,16408)  (5542,16293)  (5657,16293)  (5885,16868)  (5770,16868)  (5655,16869)  (5540,16869)  (5772,16179)  (5887,16179)  (5512,16178)  (5627,16178)  (5425,16963)  (5924,16983)  (5809,16983)  (5694,16984)  (5579,16984)  (5742,16064)  (5857,16064)  (5397,16063)  (5512,16063)  (5627,16063)  (5867,17098)  (5752,17099)  (5637,17099)  (5522,17099)  (5742,15949)  (5857,15949)  (5462,15948)  (5577,15948)  (5794,17214)  (5679,17214)  | overflowToLeft=false
Space Zone 132  (6586,17742)  (6471,17856)  (6471,17741)  (6700,17857)  (6586,17627)  (6701,17627)  (6701,17742)  (6469,17626)  (6585,17971)  (6470,17971)  (6356,17856)  (6356,17741)  (6815,17857)  (6815,17972)  (6700,17972)  (6355,17972)  (6584,17512)  (6699,17512)  (6814,17512)  (6816,17627)  (6816,17742)  (6354,17626)  (6354,17511)  (6469,17511)  (6929,17480)  (6585,18086)  (6470,18086)  (6241,17857)  (6241,17742)  (6930,17857)  (6930,17972)  (6930,18087)  (6815,18087)  (6700,18087)  (6355,18087)  (6584,17397)  (6699,17397)  (6814,17397)  (6931,17595)  (6931,17710)  (6239,17627)  (6239,17512)  (6239,17397)  (6354,17396)  (6469,17396)  (6585,18201)  (6470,18201)  (6126,17806)  (7045,17825)  (7045,17940)  (7045,18055)  (7045,18170)  | overflowToLeft=false
Borneo  (22039,3466)  | overflowToLeft=false
Space Zone 133  (7994,19326)  (7879,19440)  (7879,19325)  (8108,19441)  (7994,19211)  (8109,19211)  (8109,19326)  (7877,19210)  (7993,19555)  (7878,19555)  (7764,19440)  (7764,19325)  (8223,19441)  (8223,19556)  (8108,19556)  (7763,19556)  (7992,19096)  (8107,19096)  (8222,19096)  (8224,19211)  (8224,19326)  (7762,19210)  (7762,19095)  (7877,19095)  (8337,18983)  (7993,19670)  (7878,19670)  (7649,19441)  (7649,19326)  (8338,19441)  (8338,19556)  (8338,19671)  (8223,19671)  (8108,19671)  (7763,19671)  (7648,19671)  (7648,19556)  (7992,18981)  (8107,18981)  (8222,18981)  (8339,19098)  (8339,19213)  (7647,19211)  (7647,19096)  (7647,18981)  (7762,18980)  (7877,18980)  (8452,18982)  (7993,19785)  (7878,19785)  (7534,19441)  (7534,19326)  | overflowToLeft=false
Entry - American Midwest  (9613,4612)  (9498,4726)  (9498,4611)  (9727,4727)  (9613,4497)  (9728,4497)  (9728,4612)  (9496,4496)  (9612,4841)  (9497,4841)  (9383,4726)  (9383,4611)  (9842,4727)  (9842,4842)  (9727,4842)  (9382,4842)  (9611,4382)  (9726,4382)  (9841,4382)  (9843,4497)  (9843,4612)  (9423,4381)  (9956,4269)  (9612,4956)  (9497,4956)  (9268,4727)  (9957,4727)  (9957,4842)  (9382,4957)  (9267,4957)  (9267,4842)  (9538,4267)  (9653,4267)  (9768,4267)  (9958,4384)  (9958,4499)  (9328,4266)  (10019,4957)  (9599,5071)  (9484,5072)  (9369,5072)  (9254,5072)  (9152,4957)  (9152,4842)  (9139,5085)  (9483,5187)  (9368,5187)  (9037,4970)  (9253,5200)  (9368,5302)  | overflowToLeft=false
Space Zone 138  (12285,17041)  (12170,17155)  (12170,17040)  (12399,17156)  (12285,16926)  (12400,16926)  (12400,17041)  (12168,16925)  (12284,17270)  (12169,17270)  (12055,17155)  (12055,17040)  (12514,17156)  (12514,17271)  (12399,17271)  (12054,17271)  (12283,16811)  (12398,16811)  (12513,16811)  (12515,16926)  (12515,17041)  (12053,16925)  (12053,16810)  (12168,16810)  (12628,16726)  (12284,17385)  (12169,17385)  (11940,17156)  (11940,17041)  (12629,17156)  (12629,17271)  (12629,17386)  (12514,17386)  (12399,17386)  (12054,17386)  (11939,17386)  (11939,17271)  (12283,16696)  (12398,16696)  (12513,16696)  (12630,16841)  (12630,16956)  (11938,16926)  (11938,16811)  (12056,16695)  (12284,17500)  (12169,17500)  (11825,17156)  (11825,17041)  (12744,17071)  (12744,17186)  (12744,17301)  | overflowToLeft=false
Space Zone 139  (12294,18650)  (12179,18764)  (12179,18649)  (12408,18765)  (12294,18535)  (12409,18535)  (12409,18650)  (12177,18534)  (12293,18879)  (12178,18879)  (12064,18764)  (12064,18649)  (12523,18765)  (12523,18880)  (12408,18880)  (12063,18880)  (12292,18420)  (12407,18420)  (12522,18420)  (12524,18535)  (12524,18650)  (12062,18534)  (12062,18419)  (12177,18419)  (12637,18392)  (12293,18994)  (12178,18994)  (11949,18765)  (11949,18650)  (12638,18765)  (12638,18880)  (12638,18995)  (12523,18995)  (12408,18995)  (12063,18995)  (11948,18995)  (11948,18880)  (12639,18507)  (12639,18622)  (11947,18535)  (11947,18420)  (12293,19109)  (12178,19109)  (11834,18765)  (11834,18650)  (12753,18737)  (12753,18852)  (12753,18967)  (12664,19110)  (12549,19110)  (12434,19110)  (12063,19110)  (11948,19110)  (11833,19082)  (11833,18967)  | overflowToLeft=false
Amelia 1  (17199,15839)  (17084,15953)  (17084,15838)  (17313,15954)  (17199,15724)  (17314,15724)  (17314,15839)  (17082,15723)  (16969,15950)  (17342,16069)  (17197,15609)  (17429,15704)  (17429,15819)  (16967,15835)  (17055,15608)  | overflowToLeft=false
